na_sales,eu_sales,jp_sales,other_sales,global_sales,platform,KMeans_Label
0.1,0.03,0.0,0.0,0.13,XB,1
0.1,0.03,0.0,0.0,0.13,GC,2
0.11,0.0,0.0,0.02,0.13,PSV,0
0.09,0.03,0.0,0.0,0.13,GBA,2
0.06,0.05,0.0,0.02,0.13,PS2,0
0.07,0.05,0.0,0.01,0.13,X360,1
0.0,0.0,0.13,0.0,0.13,SAT,0
0.09,0.03,0.0,0.0,0.13,GBA,2
0.0,0.0,0.13,0.0,0.13,SAT,0
0.03,0.08,0.0,0.02,0.13,PS4,0
0.1,0.01,0.0,0.01,0.13,Wii,1
0.03,0.02,0.07,0.01,0.13,PSP,0
0.03,0.08,0.0,0.02,0.13,PC,0
0.0,0.13,0.0,0.0,0.13,PC,0
0.12,0.0,0.0,0.01,0.13,Wii,1
0.1,0.02,0.0,0.01,0.13,3DS,2
0.0,0.0,0.13,0.0,0.13,PSP,0
0.0,0.0,0.13,0.0,0.13,GC,2
0.1,0.02,0.0,0.01,0.13,X360,1
0.08,0.02,0.03,0.0,0.13,XB,1
0.06,0.05,0.0,0.02,0.13,PS2,0
0.12,0.0,0.0,0.01,0.13,Wii,1
0.11,0.01,0.0,0.01,0.13,X360,1
0.06,0.05,0.0,0.02,0.13,PS2,0
0.0,0.0,0.13,0.0,0.13,3DS,2
0.1,0.01,0.0,0.01,0.13,X360,1
0.0,0.0,0.12,0.01,0.13,PS,0
0.0,0.0,0.13,0.0,0.13,PS3,0
0.0,0.0,0.13,0.0,0.13,X360,1
0.09,0.03,0.0,0.01,0.13,3DS,2
0.1,0.01,0.0,0.01,0.13,DS,2
0.12,0.0,0.0,0.01,0.13,DS,2
0.08,0.04,0.0,0.01,0.13,3DS,2
0.0,0.1,0.0,0.03,0.13,PC,0
0.07,0.04,0.0,0.02,0.13,PS3,0
0.11,0.01,0.0,0.01,0.13,DS,2
0.07,0.04,0.0,0.02,0.13,PS3,0
0.0,0.0,0.13,0.0,0.13,DC,2
0.08,0.04,0.0,0.01,0.13,X360,1
0.1,0.03,0.0,0.0,0.13,GC,2
0.1,0.02,0.0,0.01,0.13,DS,2
0.11,0.01,0.0,0.01,0.13,Wii,1
0.0,0.0,0.13,0.0,0.13,GEN,2
0.11,0.0,0.0,0.01,0.13,Wii,1
0.09,0.03,0.0,0.0,0.13,GBA,2
0.04,0.08,0.0,0.01,0.13,X360,1
0.08,0.03,0.0,0.01,0.13,PC,0
0.11,0.01,0.0,0.01,0.13,DS,2
0.0,0.0,0.13,0.0,0.13,Wii,1
0.02,0.05,0.04,0.01,0.13,PS4,0
0.11,0.0,0.0,0.01,0.13,PS3,0
0.06,0.05,0.0,0.02,0.13,PS2,0
0.1,0.03,0.0,0.0,0.13,XB,1
0.0,0.0,0.13,0.0,0.13,PS2,0
0.0,0.0,0.12,0.0,0.13,GBA,2
0.1,0.03,0.0,0.0,0.13,GC,2
0.05,0.07,0.0,0.01,0.13,WiiU,1
0.09,0.03,0.0,0.01,0.13,DS,2
0.09,0.03,0.0,0.0,0.13,XB,1
0.09,0.03,0.0,0.0,0.13,GBA,2
0.09,0.02,0.01,0.01,0.13,Wii,1
0.11,0.01,0.0,0.01,0.13,DS,2
0.09,0.03,0.0,0.01,0.13,X360,1
0.1,0.01,0.0,0.01,0.13,Wii,1
0.07,0.05,0.0,0.01,0.13,X360,1
0.1,0.01,0.0,0.01,0.13,X360,1
0.07,0.05,0.0,0.01,0.13,PS,0
0.0,0.0,0.13,0.0,0.13,PS3,0
0.0,0.0,0.13,0.0,0.13,Wii,1
0.09,0.03,0.0,0.0,0.13,GBA,2
0.07,0.04,0.0,0.02,0.13,PS3,0
0.07,0.04,0.0,0.01,0.13,DS,2
0.0,0.0,0.13,0.0,0.13,SAT,0
0.11,0.0,0.0,0.01,0.13,Wii,1
0.11,0.01,0.0,0.01,0.13,DS,2
0.08,0.03,0.0,0.01,0.13,Wii,1
0.05,0.04,0.02,0.01,0.13,PS2,0
0.11,0.0,0.0,0.01,0.13,Wii,1
0.0,0.0,0.13,0.0,0.13,3DS,2
0.12,0.0,0.0,0.01,0.13,X360,1
0.09,0.03,0.0,0.0,0.13,XB,1
0.0,0.0,0.13,0.0,0.13,3DS,2
0.1,0.03,0.0,0.0,0.13,GC,2
0.04,0.01,0.06,0.02,0.13,PSV,0
0.04,0.05,0.01,0.02,0.13,PS3,0
0.08,0.04,0.0,0.01,0.13,XOne,1
0.09,0.03,0.0,0.0,0.13,XB,1
0.09,0.03,0.0,0.0,0.13,XB,1
0.1,0.0,0.01,0.01,0.13,PSP,0
0.07,0.04,0.0,0.01,0.13,Wii,1
0.06,0.04,0.0,0.02,0.13,PS3,0
0.09,0.02,0.0,0.01,0.13,DS,2
0.09,0.03,0.0,0.0,0.12,GBA,2
0.0,0.0,0.12,0.0,0.12,SAT,0
0.0,0.0,0.12,0.0,0.12,PSP,0
0.11,0.01,0.0,0.01,0.12,Wii,1
0.07,0.05,0.0,0.01,0.12,PS,0
0.07,0.04,0.0,0.01,0.12,Wii,1
0.07,0.04,0.0,0.01,0.12,WiiU,1
0.09,0.03,0.0,0.0,0.12,GBA,2
0.0,0.0,0.12,0.0,0.12,SAT,0
0.12,0.0,0.0,0.01,0.12,DS,2
0.11,0.0,0.0,0.01,0.12,Wii,1
0.0,0.0,0.12,0.0,0.12,SAT,0
0.11,0.0,0.0,0.01,0.12,PS3,0
0.0,0.0,0.12,0.0,0.12,PS3,0
0.0,0.0,0.12,0.0,0.12,DC,2
0.07,0.05,0.0,0.01,0.12,PS,0
0.11,0.01,0.0,0.01,0.12,X360,1
0.1,0.01,0.0,0.01,0.12,PS3,0
0.06,0.05,0.0,0.02,0.12,PC,0
0.1,0.02,0.0,0.0,0.12,GC,2
0.11,0.0,0.0,0.01,0.12,PSP,0
0.0,0.1,0.0,0.03,0.12,PS3,0
0.03,0.07,0.0,0.02,0.12,PS3,0
0.06,0.05,0.0,0.02,0.12,PS2,0
0.0,0.0,0.12,0.01,0.12,PS,0
0.0,0.0,0.12,0.0,0.12,PSV,0
0.11,0.0,0.0,0.01,0.12,DS,2
0.11,0.01,0.0,0.01,0.12,Wii,1
0.0,0.0,0.12,0.0,0.12,DS,2
0.07,0.05,0.0,0.01,0.12,PS,0
0.12,0.0,0.0,0.01,0.12,Wii,1
0.09,0.03,0.0,0.0,0.12,GBA,2
0.0,0.1,0.0,0.03,0.12,PS3,0
0.0,0.1,0.0,0.02,0.12,X360,1
0.0,0.0,0.12,0.0,0.12,SAT,0
0.09,0.02,0.0,0.01,0.12,X360,1
0.06,0.05,0.0,0.02,0.12,PS2,0
0.0,0.0,0.12,0.0,0.12,PSP,0
0.11,0.0,0.0,0.01,0.12,Wii,1
0.0,0.0,0.12,0.01,0.12,PS,0
0.1,0.02,0.0,0.0,0.12,GC,2
0.05,0.07,0.0,0.01,0.12,XOne,1
0.0,0.0,0.12,0.0,0.12,PS2,0
0.06,0.05,0.0,0.02,0.12,PS2,0
0.12,0.0,0.0,0.01,0.12,Wii,1
0.09,0.03,0.0,0.0,0.12,GBA,2
0.06,0.05,0.0,0.02,0.12,PS2,0
0.0,0.0,0.12,0.0,0.12,DS,2
0.12,0.0,0.0,0.01,0.12,X360,1
0.03,0.02,0.07,0.01,0.12,PS,0
0.12,0.0,0.0,0.01,0.12,X360,1
0.03,0.09,0.0,0.01,0.12,XOne,1
0.0,0.0,0.12,0.0,0.12,PS2,0
0.05,0.07,0.0,0.01,0.12,WiiU,1
0.05,0.01,0.05,0.01,0.12,PSP,0
0.07,0.05,0.0,0.01,0.12,PS,0
0.07,0.05,0.0,0.01,0.12,PS,0
0.0,0.0,0.12,0.0,0.12,NG,0
0.0,0.0,0.12,0.0,0.12,DS,2
0.11,0.0,0.0,0.01,0.12,DS,2
0.0,0.0,0.12,0.0,0.12,DS,2
0.04,0.03,0.03,0.01,0.12,PS2,0
0.11,0.0,0.0,0.01,0.12,Wii,1
0.06,0.05,0.0,0.02,0.12,PS2,0
0.05,0.04,0.0,0.03,0.12,PSV,0
0.07,0.05,0.0,0.01,0.12,PS,0
0.05,0.01,0.06,0.01,0.12,PSP,0
0.0,0.05,0.06,0.01,0.12,PS4,0
0.09,0.03,0.0,0.0,0.12,XB,1
0.06,0.05,0.0,0.02,0.12,PS2,0
0.06,0.05,0.0,0.02,0.12,PS2,0
0.09,0.02,0.0,0.0,0.12,GC,2
0.11,0.0,0.0,0.01,0.12,DS,2
0.07,0.05,0.0,0.01,0.12,PS,0
0.0,0.0,0.12,0.0,0.12,3DS,2
0.0,0.04,0.06,0.02,0.12,PSV,0
0.07,0.05,0.0,0.01,0.12,PS,0
0.11,0.0,0.0,0.01,0.12,DS,2
0.11,0.01,0.0,0.01,0.12,Wii,1
0.06,0.04,0.0,0.02,0.12,PS3,0
0.09,0.0,0.03,0.01,0.12,PS3,0
0.11,0.0,0.0,0.01,0.12,DS,2
0.11,0.01,0.0,0.01,0.12,DS,2
0.04,0.06,0.0,0.02,0.12,PS3,0
0.1,0.01,0.0,0.01,0.12,PSP,0
0.0,0.0,0.12,0.0,0.12,PSP,0
0.0,0.0,0.12,0.0,0.12,PSP,0
0.0,0.0,0.12,0.0,0.12,SAT,0
0.1,0.02,0.0,0.01,0.12,DS,2
0.02,0.09,0.0,0.02,0.12,PS3,0
0.09,0.03,0.0,0.0,0.12,XB,1
0.0,0.0,0.12,0.0,0.12,SNES,1
0.06,0.05,0.0,0.02,0.12,PS2,0
0.05,0.06,0.0,0.02,0.12,PS3,0
0.07,0.04,0.0,0.01,0.12,X360,1
0.11,0.0,0.0,0.01,0.12,PSP,0
0.0,0.0,0.12,0.0,0.12,SAT,0
0.09,0.03,0.0,0.0,0.12,XB,1
0.0,0.0,0.12,0.0,0.12,PS2,0
0.06,0.05,0.0,0.02,0.12,PS2,0
0.07,0.04,0.0,0.01,0.12,3DS,2
0.11,0.0,0.0,0.01,0.12,DS,2
0.11,0.0,0.0,0.01,0.12,Wii,1
0.03,0.03,0.05,0.01,0.12,PSP,0
0.1,0.01,0.0,0.01,0.12,X360,1
0.07,0.04,0.01,0.01,0.12,X360,1
0.0,0.03,0.09,0.0,0.12,3DS,2
0.0,0.07,0.03,0.02,0.12,PS3,0
0.1,0.01,0.0,0.01,0.12,X360,1
0.03,0.05,0.02,0.02,0.12,PSV,0
0.0,0.1,0.0,0.02,0.12,PC,0
0.11,0.01,0.0,0.01,0.12,DS,2
0.06,0.04,0.0,0.01,0.12,DS,2
0.0,0.0,0.12,0.0,0.12,DS,2
0.11,0.0,0.0,0.01,0.12,Wii,1
0.08,0.0,0.03,0.01,0.12,DS,2
0.09,0.03,0.0,0.0,0.12,XB,1
0.11,0.0,0.0,0.01,0.12,PSP,0
0.0,0.0,0.12,0.0,0.12,GEN,2
0.01,0.0,0.11,0.0,0.12,PS3,0
0.07,0.05,0.0,0.01,0.12,PS,0
0.0,0.0,0.12,0.0,0.12,GB,2
0.08,0.02,0.01,0.01,0.12,X360,1
0.1,0.0,0.01,0.01,0.12,Wii,1
0.0,0.0,0.12,0.0,0.12,Wii,1
0.0,0.0,0.11,0.01,0.12,PS,0
0.09,0.03,0.0,0.0,0.12,XB,1
0.11,0.0,0.0,0.01,0.12,PSP,0
0.08,0.02,0.0,0.02,0.12,PSP,0
0.09,0.03,0.0,0.01,0.12,DS,2
0.09,0.02,0.0,0.0,0.12,GC,2
0.11,0.01,0.0,0.0,0.12,N64,2
0.1,0.02,0.0,0.0,0.12,N64,2
0.0,0.0,0.05,0.07,0.12,N64,2
0.11,0.0,0.0,0.01,0.12,DS,2
0.09,0.0,0.03,0.01,0.12,3DS,2
0.06,0.05,0.0,0.02,0.12,PS2,0
0.1,0.01,0.0,0.01,0.12,DS,2
0.08,0.03,0.0,0.01,0.12,X360,1
0.09,0.02,0.0,0.01,0.12,X360,1
0.11,0.0,0.0,0.01,0.12,X360,1
0.11,0.0,0.0,0.01,0.12,X360,1
0.08,0.02,0.0,0.02,0.12,PSP,0
0.0,0.0,0.12,0.0,0.12,PSP,0
0.07,0.0,0.04,0.01,0.12,PSP,0
0.11,0.0,0.0,0.01,0.12,Wii,1
0.06,0.04,0.0,0.01,0.12,PC,0
0.0,0.0,0.12,0.0,0.12,DC,2
0.07,0.05,0.0,0.01,0.12,PS,0
0.0,0.0,0.12,0.0,0.12,DS,2
0.09,0.03,0.0,0.0,0.12,GBA,2
0.0,0.0,0.12,0.0,0.12,GBA,2
0.11,0.0,0.0,0.01,0.12,DS,2
0.08,0.02,0.0,0.02,0.12,PS3,0
0.11,0.0,0.0,0.01,0.12,PSP,0
0.1,0.01,0.0,0.01,0.12,PSP,0
0.0,0.0,0.12,0.0,0.12,PS2,0
0.09,0.0,0.02,0.01,0.12,DS,2
0.08,0.03,0.0,0.01,0.12,3DS,2
0.09,0.03,0.0,0.0,0.12,XB,1
0.11,0.0,0.0,0.01,0.12,X360,1
0.0,0.0,0.12,0.0,0.12,GB,2
0.03,0.05,0.02,0.02,0.12,PS3,0
0.11,0.0,0.0,0.01,0.12,PSP,0
0.09,0.02,0.0,0.01,0.12,Wii,1
0.08,0.03,0.0,0.0,0.12,GBA,2
0.07,0.04,0.0,0.01,0.12,PS,0
0.03,0.07,0.0,0.02,0.12,PS4,0
0.11,0.0,0.0,0.01,0.12,PS3,0
0.06,0.05,0.0,0.01,0.12,WiiU,1
0.09,0.02,0.0,0.0,0.12,GC,2
0.07,0.04,0.0,0.01,0.12,PS,0
0.06,0.05,0.0,0.02,0.12,PS2,0
0.0,0.1,0.0,0.02,0.12,PC,0
0.04,0.07,0.0,0.01,0.12,X360,1
0.0,0.0,0.12,0.0,0.12,3DS,2
0.07,0.03,0.0,0.01,0.12,DS,2
0.08,0.03,0.0,0.01,0.12,X360,1
0.1,0.01,0.0,0.01,0.12,DS,2
0.08,0.0,0.03,0.01,0.12,3DS,2
0.1,0.01,0.0,0.01,0.12,Wii,1
0.01,0.0,0.1,0.0,0.12,PSV,0
0.02,0.06,0.01,0.02,0.12,PSV,0
0.09,0.02,0.0,0.0,0.12,GC,2
0.02,0.08,0.0,0.01,0.12,PC,0
0.0,0.0,0.12,0.0,0.12,PSP,0
0.0,0.0,0.12,0.0,0.12,PS3,0
0.08,0.02,0.01,0.01,0.12,WiiU,1
0.0,0.0,0.11,0.0,0.12,GC,2
0.08,0.03,0.0,0.01,0.12,Wii,1
0.0,0.0,0.12,0.0,0.12,3DS,2
0.0,0.0,0.12,0.0,0.12,PSV,0
0.06,0.04,0.0,0.02,0.12,PS2,0
0.07,0.04,0.0,0.01,0.12,PS,0
0.11,0.0,0.0,0.01,0.12,Wii,1
0.09,0.02,0.0,0.01,0.12,DS,2
0.01,0.09,0.0,0.02,0.12,PS4,0
0.02,0.03,0.05,0.01,0.12,PSV,0
0.0,0.0,0.12,0.0,0.12,SNES,1
0.0,0.0,0.11,0.01,0.12,PS,0
0.11,0.0,0.0,0.01,0.12,3DS,2
0.0,0.0,0.12,0.0,0.12,PS3,0
0.1,0.0,0.01,0.01,0.12,X360,1
0.02,0.02,0.06,0.01,0.12,PS3,0
0.08,0.03,0.0,0.01,0.12,WiiU,1
0.06,0.03,0.0,0.02,0.12,PS3,0
0.0,0.0,0.12,0.0,0.12,SNES,1
0.09,0.03,0.0,0.0,0.12,XB,1
0.08,0.03,0.0,0.01,0.12,3DS,2
0.0,0.0,0.12,0.0,0.12,PS2,0
0.08,0.03,0.0,0.0,0.12,GBA,2
0.0,0.0,0.12,0.0,0.12,PSV,0
0.06,0.04,0.0,0.01,0.12,PS,0
0.06,0.04,0.0,0.01,0.12,PS2,0
0.1,0.01,0.0,0.01,0.12,PS3,0
0.05,0.05,0.0,0.01,0.12,X360,1
0.07,0.02,0.0,0.02,0.12,PSP,0
0.06,0.05,0.0,0.01,0.12,Wii,1
0.02,0.02,0.06,0.01,0.12,PSV,0
0.0,0.0,0.12,0.0,0.12,SAT,0
0.09,0.02,0.0,0.0,0.12,GC,2
0.0,0.0,0.12,0.0,0.12,DS,2
0.06,0.04,0.0,0.01,0.12,Wii,1
0.07,0.03,0.0,0.02,0.12,PS3,0
0.06,0.01,0.02,0.02,0.12,PSV,0
0.08,0.03,0.0,0.01,0.12,XOne,1
0.0,0.0,0.12,0.0,0.12,SNES,1
0.06,0.04,0.0,0.01,0.12,PS,0
0.1,0.01,0.0,0.01,0.12,PSP,0
0.09,0.02,0.0,0.0,0.12,GC,2
0.0,0.0,0.12,0.0,0.12,SAT,0
0.06,0.04,0.0,0.01,0.12,PS,0
0.09,0.02,0.0,0.01,0.12,DS,2
0.09,0.02,0.0,0.0,0.12,XB,1
0.07,0.01,0.0,0.03,0.12,PSV,0
0.0,0.0,0.11,0.01,0.12,PS,0
0.07,0.03,0.0,0.01,0.12,PC,0
0.09,0.01,0.0,0.01,0.12,X360,1
0.0,0.0,0.12,0.0,0.12,PS3,0
0.06,0.04,0.0,0.01,0.12,PS2,0
0.07,0.03,0.0,0.01,0.12,DS,2
0.09,0.02,0.0,0.01,0.12,DS,2
0.11,0.0,0.0,0.01,0.12,3DS,2
0.1,0.01,0.0,0.01,0.12,X360,1
0.09,0.02,0.0,0.0,0.12,XB,1
0.02,0.07,0.0,0.02,0.12,DS,2
0.09,0.02,0.0,0.0,0.12,GC,2
0.0,0.1,0.0,0.02,0.12,PS4,0
0.05,0.04,0.02,0.01,0.12,PS2,0
0.11,0.0,0.0,0.01,0.12,Wii,1
0.02,0.07,0.01,0.02,0.12,PS4,0
0.09,0.02,0.0,0.0,0.12,XB,1
0.11,0.0,0.0,0.01,0.12,DS,2
0.08,0.03,0.0,0.0,0.11,GBA,2
0.11,0.0,0.0,0.01,0.11,DS,2
0.0,0.0,0.11,0.0,0.11,PS3,0
0.0,0.0,0.11,0.0,0.11,PS2,0
0.08,0.0,0.03,0.01,0.11,DS,2
0.11,0.0,0.0,0.01,0.11,Wii,1
0.09,0.02,0.0,0.0,0.11,XB,1
0.09,0.02,0.0,0.0,0.11,XB,1
0.0,0.0,0.11,0.0,0.11,SAT,0
0.0,0.09,0.0,0.02,0.11,PC,0
0.09,0.02,0.0,0.01,0.11,X360,1
0.06,0.04,0.0,0.01,0.11,PS,0
0.09,0.02,0.0,0.0,0.11,XB,1
0.06,0.04,0.0,0.01,0.11,PS2,0
0.11,0.0,0.0,0.01,0.11,PS3,0
0.08,0.02,0.0,0.01,0.11,X360,1
0.09,0.0,0.02,0.01,0.11,DS,2
0.11,0.0,0.0,0.01,0.11,PS3,0
0.1,0.0,0.0,0.01,0.11,DS,2
0.0,0.0,0.11,0.0,0.11,PS2,0
0.05,0.04,0.02,0.01,0.11,PS2,0
0.09,0.02,0.0,0.0,0.11,XB,1
0.08,0.03,0.0,0.0,0.11,GBA,2
0.0,0.0,0.11,0.0,0.11,SAT,0
0.08,0.03,0.0,0.0,0.11,GBA,2
0.0,0.0,0.11,0.0,0.11,PSP,0
0.08,0.02,0.0,0.01,0.11,PS3,0
0.0,0.0,0.11,0.0,0.11,DS,2
0.08,0.03,0.0,0.0,0.11,GBA,2
0.1,0.01,0.0,0.01,0.11,PSP,0
0.06,0.04,0.0,0.01,0.11,PS2,0
0.08,0.02,0.0,0.01,0.11,XOne,1
0.11,0.0,0.0,0.01,0.11,DS,2
0.11,0.0,0.0,0.01,0.11,DS,2
0.09,0.01,0.0,0.01,0.11,DS,2
0.0,0.0,0.11,0.0,0.11,3DS,2
0.06,0.04,0.0,0.01,0.11,PS,0
0.09,0.02,0.0,0.0,0.11,GC,2
0.03,0.08,0.0,0.01,0.11,XOne,1
0.0,0.08,0.02,0.01,0.11,PS3,0
0.06,0.04,0.0,0.01,0.11,PS2,0
0.08,0.03,0.0,0.0,0.11,GBA,2
0.1,0.0,0.0,0.01,0.11,X360,1
0.06,0.04,0.0,0.01,0.11,PS2,0
0.1,0.01,0.0,0.01,0.11,PSP,0
0.08,0.02,0.0,0.01,0.11,XOne,1
0.11,0.0,0.0,0.01,0.11,X360,1
0.06,0.04,0.0,0.01,0.11,PS2,0
0.08,0.02,0.0,0.0,0.11,XB,1
0.0,0.0,0.11,0.01,0.11,PS,0
0.0,0.0,0.11,0.0,0.11,PSP,0
0.0,0.0,0.11,0.0,0.11,WiiU,1
0.08,0.03,0.0,0.0,0.11,GBA,2
0.11,0.0,0.0,0.01,0.11,DS,2
0.0,0.0,0.11,0.0,0.11,3DS,2
0.0,0.09,0.0,0.02,0.11,PC,0
0.06,0.04,0.0,0.01,0.11,Wii,1
0.1,0.0,0.0,0.01,0.11,DS,2
0.1,0.0,0.0,0.01,0.11,DS,2
0.1,0.0,0.0,0.01,0.11,Wii,1
0.06,0.04,0.0,0.01,0.11,PS2,0
0.06,0.04,0.0,0.01,0.11,PS,0
0.0,0.09,0.0,0.03,0.11,PS3,0
0.0,0.03,0.08,0.0,0.11,WiiU,1
0.08,0.02,0.0,0.01,0.11,PS3,0
0.09,0.01,0.0,0.01,0.11,X360,1
0.09,0.02,0.0,0.0,0.11,GC,2
0.06,0.0,0.05,0.0,0.11,DS,2
0.0,0.09,0.0,0.03,0.11,PS3,0
0.09,0.0,0.01,0.01,0.11,X360,1
0.1,0.0,0.0,0.01,0.11,DS,2
0.0,0.0,0.11,0.01,0.11,PS,0
0.06,0.04,0.0,0.01,0.11,PS,0
0.07,0.03,0.0,0.01,0.11,X360,1
0.05,0.06,0.0,0.01,0.11,3DS,2
0.08,0.0,0.03,0.01,0.11,Wii,1
0.0,0.0,0.11,0.01,0.11,PS,0
0.06,0.04,0.0,0.01,0.11,PS2,0
0.11,0.0,0.0,0.01,0.11,X360,1
0.0,0.0,0.11,0.0,0.11,SAT,0
0.1,0.0,0.0,0.01,0.11,DS,2
0.07,0.03,0.0,0.02,0.11,PS3,0
0.09,0.01,0.0,0.01,0.11,DS,2
0.08,0.0,0.01,0.02,0.11,PS4,0
0.0,0.0,0.11,0.0,0.11,Wii,1
0.0,0.1,0.0,0.02,0.11,PC,0
0.1,0.01,0.0,0.01,0.11,Wii,1
0.0,0.0,0.11,0.0,0.11,PS2,0
0.0,0.1,0.0,0.01,0.11,Wii,1
0.1,0.0,0.0,0.01,0.11,Wii,1
0.02,0.06,0.0,0.03,0.11,PSP,0
0.0,0.08,0.0,0.04,0.11,PSP,0
0.08,0.02,0.0,0.0,0.11,XB,1
0.04,0.01,0.06,0.0,0.11,XB,1
0.11,0.0,0.0,0.01,0.11,Wii,1
0.03,0.02,0.06,0.01,0.11,PS4,0
0.1,0.0,0.0,0.01,0.11,X360,1
0.1,0.0,0.0,0.01,0.11,DS,2
0.08,0.02,0.0,0.0,0.11,XB,1
0.09,0.02,0.0,0.01,0.11,PS3,0
0.0,0.0,0.11,0.0,0.11,PS3,0
0.09,0.02,0.0,0.0,0.11,GC,2
0.07,0.03,0.0,0.01,0.11,Wii,1
0.05,0.04,0.0,0.01,0.11,PS2,0
0.05,0.05,0.0,0.01,0.11,X360,1
0.0,0.0,0.1,0.01,0.11,PS,0
0.05,0.05,0.0,0.01,0.11,DS,2
0.07,0.03,0.0,0.01,0.11,3DS,2
0.1,0.0,0.0,0.01,0.11,DS,2
0.08,0.03,0.0,0.0,0.11,GBA,2
0.08,0.03,0.0,0.01,0.11,DS,2
0.0,0.0,0.11,0.0,0.11,PSP,0
0.07,0.02,0.02,0.01,0.11,DS,2
0.04,0.02,0.04,0.02,0.11,PSV,0
0.05,0.04,0.0,0.01,0.11,PS2,0
0.07,0.03,0.0,0.01,0.11,X360,1
0.0,0.0,0.11,0.0,0.11,SAT,0
0.0,0.0,0.11,0.0,0.11,DS,2
0.05,0.04,0.0,0.01,0.11,PS2,0
0.1,0.01,0.0,0.01,0.11,Wii,1
0.0,0.0,0.11,0.0,0.11,DS,2
0.08,0.03,0.0,0.0,0.11,GBA,2
0.08,0.02,0.0,0.0,0.11,XB,1
0.0,0.08,0.0,0.03,0.11,PS3,0
0.09,0.02,0.0,0.0,0.11,GC,2
0.0,0.0,0.11,0.0,0.11,3DS,2
0.1,0.01,0.0,0.01,0.11,Wii,1
0.1,0.0,0.0,0.01,0.11,Wii,1
0.08,0.02,0.0,0.01,0.11,PC,0
0.08,0.02,0.0,0.01,0.11,3DS,2
0.05,0.04,0.0,0.01,0.11,PS2,0
0.0,0.0,0.11,0.0,0.11,Wii,1
0.09,0.01,0.0,0.01,0.11,PSP,0
0.09,0.01,0.0,0.01,0.11,X360,1
0.0,0.1,0.0,0.01,0.11,PC,0
0.08,0.02,0.0,0.01,0.11,DS,2
0.1,0.0,0.0,0.01,0.11,PSP,0
0.0,0.0,0.11,0.0,0.11,PS3,0
0.05,0.04,0.0,0.01,0.11,PS2,0
0.0,0.09,0.0,0.02,0.11,PC,0
0.02,0.07,0.0,0.02,0.11,PS3,0
0.06,0.04,0.0,0.01,0.11,3DS,2
0.07,0.03,0.0,0.01,0.11,DS,2
0.09,0.01,0.0,0.01,0.11,Wii,1
0.08,0.02,0.0,0.01,0.11,X360,1
0.1,0.0,0.0,0.01,0.11,DS,2
0.08,0.0,0.03,0.01,0.11,DS,2
0.05,0.05,0.0,0.01,0.11,3DS,2
0.05,0.04,0.0,0.01,0.11,PS2,0
0.09,0.01,0.0,0.01,0.11,DS,2
0.11,0.0,0.0,0.0,0.11,PSP,0
0.09,0.02,0.0,0.0,0.11,GC,2
0.04,0.05,0.0,0.02,0.11,PS3,0
0.1,0.0,0.0,0.01,0.11,PSP,0
0.07,0.02,0.02,0.0,0.11,GC,2
0.1,0.0,0.0,0.01,0.11,X360,1
0.07,0.03,0.0,0.01,0.11,X360,1
0.0,0.0,0.11,0.0,0.11,DS,2
0.1,0.0,0.0,0.01,0.11,Wii,1
0.07,0.03,0.0,0.01,0.11,X360,1
0.0,0.0,0.11,0.0,0.11,PSP,0
0.09,0.0,0.0,0.01,0.11,PSP,0
0.08,0.02,0.0,0.0,0.11,GC,2
0.09,0.01,0.0,0.01,0.11,DS,2
0.07,0.02,0.0,0.02,0.11,PSP,0
0.03,0.07,0.0,0.01,0.11,Wii,1
0.06,0.04,0.0,0.01,0.11,PS,0
0.09,0.02,0.0,0.0,0.11,N64,2
0.09,0.02,0.0,0.0,0.11,N64,2
0.09,0.02,0.0,0.0,0.11,N64,2
0.09,0.02,0.0,0.0,0.11,N64,2
0.09,0.02,0.0,0.0,0.11,N64,2
0.05,0.04,0.0,0.02,0.11,PS3,0
0.07,0.01,0.03,0.01,0.11,PSP,0
0.0,0.0,0.11,0.0,0.11,SAT,0
0.0,0.0,0.11,0.0,0.11,PS3,0
0.0,0.0,0.11,0.0,0.11,PSV,0
0.0,0.0,0.11,0.0,0.11,PS2,0
0.03,0.07,0.0,0.02,0.11,PS3,0
0.05,0.04,0.0,0.01,0.11,PS2,0
0.08,0.02,0.0,0.01,0.11,3DS,2
0.09,0.01,0.0,0.01,0.11,X360,1
0.06,0.04,0.0,0.01,0.11,PS,0
0.1,0.0,0.0,0.01,0.11,PSP,0
0.09,0.0,0.01,0.01,0.11,DS,2
0.05,0.05,0.0,0.01,0.11,PC,0
0.0,0.0,0.11,0.0,0.11,GBA,2
0.1,0.0,0.0,0.01,0.11,Wii,1
0.1,0.01,0.0,0.01,0.11,X360,1
0.05,0.04,0.0,0.02,0.11,PSV,0
0.08,0.02,0.0,0.0,0.11,XB,1
0.0,0.01,0.09,0.0,0.11,PSV,0
0.0,0.0,0.11,0.0,0.11,SNES,1
0.08,0.02,0.0,0.01,0.11,DS,2
0.08,0.02,0.0,0.01,0.11,DS,2
0.1,0.0,0.0,0.01,0.11,Wii,1
0.0,0.03,0.07,0.01,0.11,PSV,0
0.0,0.0,0.11,0.0,0.11,SAT,0
0.02,0.07,0.0,0.02,0.11,PC,0
0.08,0.02,0.0,0.0,0.11,GC,2
